BataryaGucu,Bluetooth,MikroislemciHizi,CiftHat,OnKameraMP,4G,DahiliBellek,Kalinlik,Agirlik,CekirdekSayisi,ArkaKameraMP,CozunurlukYükseklik,CozunurlukGenislik,RAM,BataryaOmru,3G,Dokunmatik,WiFi,FiyatAraligi,Renk
797,Var,2.9,Var,4.0,Yok,38,0.5,90,4,6,763,1413,590.0,6,Yok,Var,Yok,Çok Ucuz,Kırmızı
1339,Var,0.5,Var,10.0,Var,21,0.5,80,4,11,833,1441,867.0,3,Var,Var,Yok,Çok Ucuz,Pembe
1735,Yok,1.8,Var,16.0,Yok,34,0.1,140,2,17,149,876,2392.0,19,Var,Yok,Var,Normal,Siyah
1623,Var,1.2,Yok,6.0,Var,61,0.9,120,7,12,1568,1832,1510.0,17,Var,Var,Yok,Normal,Turuncu
1783,Var,0.5,Yok,8.0,Yok,14,0.6,183,8,11,910,1566,1816.0,7,Yok,Yok,Var,Normal,Beyaz
1319,Var,0.9,Yok,3.0,Var,41,0.9,107,1,18,85,1152,2227.0,3,Var,Var,Var,Ucuz,Kahverengi
635,Var,0.6,Var,1.0,Var,50,0.3,97,5,13,193,989,2107.0,12,Var,Yok,Yok,Ucuz,Mavi
1813,Var,0.6,Var,0.0,Var,5,0.2,198,3,8,338,1306,759.0,14,Var,Var,Yok,Çok Ucuz,Mor
640,Yok,0.6,Yok,0.0,Yok,20,0.1,163,4,15,710,1179,2844.0,18,Var,Var,Yok,Normal,Beyaz
1790,Yok,2.5,Var,9.0,Yok,2,0.1,184,1,14,622,792,1366.0,20,Var,Var,Var,Ucuz,Pembe
1216,Yok,3.0,Yok,4.0,Yok,47,0.4,199,3,7,1852,1967,2268.0,4,Yok,Var,Var,Normal,Turuncu
1454,Yok,1.4,Var,8.0,Yok,37,0.8,80,8,20,903,910,1713.0,19,Yok,Yok,Yok,Ucuz,Mavi
1345,Var,3.0,Yok,7.0,Var,38,0.1,162,3,11,512,1465,1322.0,15,Var,Yok,Yok,Ucuz,Kahverengi
1991,Var,2.7,Yok,5.0,Var,64,0.9,145,2,13,1058,1325,1733.0,8,Var,Var,Yok,Normal,Siyah
1290,Yok,0.5,Yok,0.0,Yok,3,0.1,143,6,4,600,1109,1214.0,15,Yok,Var,Var,Ucuz,Kahverengi
1799,Var,0.5,Yok,0.0,Yok,49,0.4,107,4,2,632,1383,720.0,11,Var,Var,Var,Çok Ucuz,Kırmızı
1956,Yok,2.2,Yok,0.0,Var,37,0.5,87,3,2,185,776,1109.0,19,Var,Var,Yok,Ucuz,Siyah
1379,Var,2.1,Var,14.0,Var,63,1.0,83,1,17,207,1370,651.0,7,Var,Var,Yok,Çok Ucuz,Mor
1092,Var,0.5,Var,10.0,Yok,11,0.5,167,3,14,468,571,737.0,11,Yok,Var,Yok,Çok Ucuz,Beyaz
1489,Yok,2.1,Var,0.0,Yok,9,0.4,169,3,1,923,1759,1663.0,14,Var,Yok,Var,Ucuz,Kahverengi
723,Yok,0.5,Yok,0.0,Var,3,0.2,168,4,3,920,1748,1851.0,16,Var,Yok,Yok,Ucuz,Mavi
1902,Yok,0.5,Yok,10.0,Yok,13,0.2,155,4,11,766,877,940.0,15,Var,Var,Yok,Ucuz,Kırmızı
1310,Var,2.3,Var,6.0,Yok,57,0.9,135,8,9,449,889,1175.0,8,Yok,Yok,Yok,Çok Ucuz,Turuncu
688,Var,2.5,Yok,9.0,Yok,40,0.2,109,5,20,376,1957,1382.0,8,Yok,Var,Yok,Ucuz,Turuncu
1542,Yok,2.3,Yok,1.0,Yok,43,0.8,182,2,11,346,966,3601.0,16,Yok,Yok,Yok,Pahalı,Gri
708,Var,2.7,Var,0.0,Var,63,1.0,195,8,7,78,654,2169.0,7,Var,Var,Var,Ucuz,Pembe
1219,Yok,1.0,Var,0.0,Yok,17,0.7,196,5,4,473,1022,705.0,6,Yok,Var,Var,Çok Ucuz,Mavi
1762,Yok,0.7,Yok,7.0,Yok,60,0.1,157,4,10,643,790,1380.0,14,Var,Yok,Yok,Ucuz,Siyah
1576,Var,2.0,Yok,0.0,Var,20,0.6,148,3,0,410,1551,1379.0,16,Var,Yok,Var,Ucuz,Turkuaz
1007,Yok,2.0,Yok,0.0,Yok,45,0.1,95,5,2,1186,1529,3648.0,16,Yok,Yok,Yok,Pahalı,Mavi
1320,Yok,0.5,Var,7.0,Yok,48,0.2,168,5,16,103,1583,2893.0,9,Yok,Yok,Var,Normal,Kırmızı
1885,Yok,2.4,Var,12.0,Var,14,0.6,92,4,15,1406,1517,1277.0,16,Var,Yok,Var,Ucuz,Siyah
1834,Yok,2.1,Yok,7.0,Var,40,0.1,99,4,11,0,1987,3692.0,16,Var,Var,Yok,Pahalı,Siyah
984,Var,0.5,Yok,13.0,Var,42,0.8,98,7,17,1036,1611,898.0,13,Var,Var,Yok,Çok Ucuz,Turuncu
741,Yok,1.5,Yok,1.0,Yok,14,0.3,178,5,13,334,594,1886.0,9,Var,Var,Var,Çok Ucuz,Beyaz
1665,Var,0.5,Yok,3.0,Var,60,0.2,194,6,18,1572,1684,1601.0,14,Var,Yok,Yok,Normal,Beyaz
534,Yok,0.5,Var,4.0,Yok,2,0.2,85,5,16,911,1220,2466.0,18,Yok,Var,Var,Normal,Gri
831,Yok,2.4,Yok,10.0,Yok,55,0.5,86,6,12,172,1239,1075.0,3,Var,Var,Yok,Çok Ucuz,Yeşil
807,Yok,0.5,Yok,9.0,Yok,8,0.3,158,5,20,667,697,1284.0,2,Yok,Var,Var,Çok Ucuz,Pembe
932,Var,0.5,Yok,1.0,Var,60,0.7,104,4,2,268,1078,1459.0,19,Var,Var,Yok,Çok Ucuz,Pembe
986,Var,0.8,Yok,13.0,Var,28,0.8,182,4,20,199,679,1149.0,18,Var,Var,Yok,Çok Ucuz,Siyah
1900,Var,2.3,Yok,1.0,Var,18,0.2,89,7,9,1055,1661,2871.0,13,Var,Var,Var,Pahalı,Siyah
1872,Yok,0.5,Var,3.0,Yok,17,0.7,89,6,6,1749,1767,724.0,9,Var,Yok,Var,Ucuz,Kırmızı
1772,Var,1.6,Yok,17.0,Var,45,0.5,159,2,18,837,1405,1146.0,17,Var,Var,Yok,Ucuz,Turkuaz
1988,Var,0.5,Yok,0.0,Var,16,0.1,94,8,1,153,696,3144.0,14,Var,Yok,Yok,Pahalı,Turkuaz
652,Yok,0.5,Var,1.0,Yok,58,0.6,142,3,2,464,781,565.0,9,Yok,Yok,Var,Çok Ucuz,Pembe
1528,Var,1.8,Var,3.0,Var,55,0.8,129,5,6,454,1762,1282.0,11,Var,Var,Var,Ucuz,Beyaz
1035,Var,2.7,Yok,1.0,Yok,40,0.2,157,5,15,757,1912,,5,Yok,Var,Var,Pahalı,Turuncu
1784,Yok,1.6,Yok,4.0,Yok,41,0.4,164,6,20,610,1437,2313.0,11,Yok,Var,Yok,Normal,Turkuaz
1481,Var,0.7,Var,4.0,Var,37,0.6,96,5,13,116,1533,2945.0,16,Var,Var,Var,Normal,Turuncu
671,Yok,0.9,Var,10.0,Yok,30,0.7,105,7,17,852,1182,2504.0,15,Var,Yok,Yok,Normal,Kahverengi
603,Var,2.5,Var,3.0,Yok,35,0.7,126,3,16,692,1057,3703.0,9,Yok,Yok,Var,Pahalı,Turuncu
752,Yok,0.5,Var,1.0,Yok,48,0.7,87,7,13,164,728,3860.0,16,Yok,Yok,Yok,Pahalı,Mavi
701,Var,0.7,Yok,7.0,Yok,15,0.5,160,3,11,1002,1256,1756.0,17,Var,Var,Var,Ucuz,Turkuaz
1108,Var,2.9,Yok,10.0,Yok,52,0.1,183,2,12,130,1706,3264.0,13,Yok,Var,Var,Pahalı,Siyah
1163,Var,1.9,Yok,6.0,Yok,2,0.9,133,5,20,919,1076,1568.0,19,Var,Yok,Yok,Ucuz,Beyaz
1986,Yok,2.7,Var,3.0,Var,64,0.2,162,4,20,236,1520,1377.0,15,Var,Var,Var,Ucuz,Mor
776,Var,1.7,Yok,0.0,Var,20,1.0,146,4,9,991,1803,685.0,7,Var,Var,Var,Çok Ucuz,Turuncu
730,Var,0.5,Var,3.0,Var,27,0.1,112,5,10,62,846,3623.0,15,Var,Var,Yok,Normal,Pembe
1595,Var,0.8,Var,0.0,Var,44,0.7,85,4,20,1024,1838,3881.0,9,Var,Yok,Var,Pahalı,Mor
986,Var,1.5,Yok,1.0,Var,23,0.8,183,8,3,471,800,2385.0,19,Var,Yok,Yok,Ucuz,Beyaz
683,Yok,0.7,Yok,5.0,Yok,19,0.9,173,4,17,954,1985,2622.0,5,Yok,Yok,Var,Normal,Kırmızı
696,Var,2.4,Yok,11.0,Var,35,0.2,103,3,13,533,797,2022.0,4,Var,Yok,Var,Ucuz,Pembe
1445,Yok,2.2,Var,2.0,Yok,37,0.4,82,2,6,527,1393,3480.0,17,Var,Var,Var,Pahalı,Kırmızı
518,Var,2.4,Yok,0.0,Var,62,0.6,128,6,0,489,710,2514.0,7,Var,Var,Var,Ucuz,Pembe
1283,Var,2.4,Var,8.0,Var,33,1.0,93,3,15,510,980,773.0,2,Var,Var,Yok,Çok Ucuz,Beyaz
1811,Var,2.0,Yok,3.0,Var,22,0.2,82,2,8,358,614,2847.0,4,Var,Yok,Var,Normal,Kırmızı
1277,Yok,3.0,Yok,0.0,Var,41,0.3,200,4,3,902,1090,429.0,14,Var,Var,Var,Çok Ucuz,Mavi
697,Yok,2.7,Var,5.0,Var,20,0.4,173,2,6,478,1477,259.0,4,Var,Var,Var,Çok Ucuz,Gri
798,Yok,2.4,Yok,5.0,Yok,4,0.2,96,3,9,526,643,2965.0,14,Var,Var,Yok,Normal,Kırmızı
1481,Var,2.0,Var,0.0,Yok,35,0.5,105,3,0,249,522,2635.0,4,Var,Yok,Var,Normal,Turuncu
504,Var,0.5,Var,5.0,Yok,16,0.1,166,1,9,767,1665,701.0,15,Var,Yok,Var,Çok Ucuz,Turkuaz
1448,Yok,0.5,Var,18.0,Yok,2,0.2,100,5,19,846,1144,593.0,18,Var,Var,Var,Çok Ucuz,Turkuaz
1254,Var,2.3,Yok,0.0,Var,44,0.2,149,1,10,204,1021,3011.0,12,Var,Var,Yok,Normal,Kırmızı
1583,Var,2.1,Var,11.0,Yok,14,0.7,148,7,16,942,1651,1704.0,2,Var,Yok,Var,Normal,Yeşil
1152,Var,2.1,Var,0.0,Var,26,0.3,82,2,0,1304,1673,3284.0,8,Var,Yok,Var,Pahalı,Beyaz
864,Var,3.0,Var,0.0,Var,54,0.7,187,2,1,127,1670,3121.0,16,Var,Var,Var,Normal,Yeşil
1187,Yok,2.3,Yok,0.0,Var,21,0.2,122,6,6,215,1125,2547.0,5,Var,Var,Yok,Normal,Gri
843,Yok,1.8,Var,0.0,Yok,16,0.1,166,5,6,981,1096,3673.0,20,Var,Yok,Var,Pahalı,Pembe
1998,Var,1.2,Yok,8.0,Yok,31,0.6,196,8,19,50,1356,2311.0,18,Var,Var,Yok,Normal,Turuncu
1283,Var,0.7,Var,0.0,Var,27,0.2,80,4,6,1135,1923,3957.0,6,Var,Yok,Yok,Pahalı,Beyaz
972,Var,0.5,Var,5.0,Yok,13,0.4,193,5,8,1392,1795,1615.0,13,Yok,Var,Yok,Ucuz,Turkuaz
1373,Var,1.9,Var,1.0,Var,29,0.9,141,6,12,1220,1348,2752.0,7,Var,Var,Var,Pahalı,Beyaz
1829,Var,0.5,Yok,0.0,Var,15,0.4,160,5,7,729,1267,2080.0,12,Var,Yok,Var,Normal,Yeşil
1048,Var,1.5,Yok,2.0,Var,29,1.0,182,1,4,29,1670,2146.0,2,Var,Yok,Yok,Ucuz,Kahverengi
1807,Yok,2.0,Var,0.0,Var,13,0.5,155,8,0,970,974,323.0,3,Var,Var,Var,Çok Ucuz,Sarı
955,Var,0.5,Yok,2.0,Yok,2,0.6,155,4,10,428,1254,1974.0,18,Var,Var,Yok,Ucuz,Kırmızı
1146,Yok,3.0,Yok,5.0,Var,57,0.4,111,5,10,73,583,291.0,11,Var,Var,Var,Çok Ucuz,Kırmızı
534,Yok,0.5,Var,0.0,Var,16,1.0,189,5,1,393,1199,3926.0,20,Var,Yok,Yok,Pahalı,Mor
1522,Var,0.7,Var,4.0,Yok,28,0.2,124,1,5,952,1191,1368.0,17,Var,Yok,Var,Ucuz,Mavi
907,Yok,1.4,Var,3.0,Yok,42,0.2,151,1,16,171,507,584.0,6,Var,Yok,Yok,Çok Ucuz,Siyah
1965,Yok,0.5,Yok,6.0,Var,4,1.0,84,7,9,977,1660,3535.0,16,Var,Var,Var,Pahalı,Turuncu
1278,Var,0.5,Var,1.0,Yok,54,0.1,104,8,16,581,750,1155.0,20,Yok,Yok,Var,Çok Ucuz,Kırmızı
989,Var,0.7,Yok,13.0,Var,51,0.4,132,3,15,670,804,2349.0,20,Var,Yok,Var,Ucuz,Kahverengi
1395,Var,2.8,Yok,0.0,Var,55,0.6,118,3,1,782,1787,3373.0,16,Var,Var,Yok,Pahalı,Kahverengi
1742,Yok,2.3,Var,9.0,Var,43,0.4,170,7,12,453,681,2610.0,10,Var,Yok,Var,Normal,Kahverengi
1348,Yok,2.0,Yok,18.0,Yok,52,0.3,98,3,20,1869,1942,955.0,7,Var,Var,Var,Ucuz,Mavi
511,Var,0.6,Var,12.0,Yok,50,0.1,175,3,16,140,622,1484.0,8,Var,Yok,Yok,Çok Ucuz,Turkuaz
936,Yok,0.5,Var,14.0,Var,14,0.1,164,3,17,150,1677,3761.0,12,Var,Yok,Yok,Pahalı,Yeşil
543,Var,0.5,Var,4.0,Var,60,0.7,132,5,7,693,1031,933.0,5,Var,Var,Yok,Çok Ucuz,Mor
1788,Yok,0.5,Yok,0.0,Var,6,0.2,141,6,16,149,1022,2321.0,20,Var,Var,Yok,Normal,Beyaz
704,Var,2.7,Yok,8.0,Var,29,0.2,80,1,10,1108,1509,1122.0,10,Var,Var,Var,Çok Ucuz,Turuncu
1348,Var,2.0,Var,5.0,Yok,36,0.3,145,6,6,468,741,2554.0,12,Yok,Var,Yok,Normal,Sarı
934,Yok,1.1,Yok,7.0,Yok,24,0.8,112,5,12,1111,1463,1017.0,9,Yok,Yok,Var,Çok Ucuz,Turkuaz
1820,Var,1.4,Yok,5.0,Yok,51,0.9,163,7,10,202,1884,2481.0,11,Yok,Yok,Yok,Normal,Mor
1571,Yok,2.9,Yok,1.0,Yok,30,0.9,150,7,3,805,956,586.0,4,Yok,Var,Var,Çok Ucuz,Kahverengi
1673,Yok,2.8,Var,7.0,Yok,9,0.1,187,3,10,65,734,3669.0,10,Var,Yok,Var,Pahalı,Kırmızı
1807,Var,2.1,Yok,2.0,Yok,49,0.8,125,1,10,337,1384,1906.0,13,Yok,Var,Var,Normal,Beyaz
1576,Var,0.9,Var,0.0,Var,14,0.4,173,2,4,1213,1386,3220.0,6,Var,Var,Yok,Pahalı,Mavi
1413,Yok,0.6,Yok,0.0,Var,13,0.1,128,1,0,1323,1481,515.0,18,Var,Var,Yok,Çok Ucuz,Beyaz
891,Yok,1.9,Var,1.0,Var,18,0.1,153,6,3,40,1435,1303.0,4,Var,Var,Var,Çok Ucuz,Kahverengi
1970,Var,0.5,Var,0.0,Var,15,1.0,132,2,0,1399,1684,1658.0,20,Var,Var,Var,Normal,Beyaz
683,Var,2.1,Yok,7.0,Yok,30,0.1,197,7,8,927,1135,2066.0,15,Yok,Yok,Yok,Ucuz,Siyah
1959,Yok,0.5,Var,5.0,Yok,18,0.7,191,6,20,65,1055,619.0,8,Var,Var,Var,Çok Ucuz,Sarı
634,Var,0.8,Yok,5.0,Yok,41,0.2,192,1,12,1362,1853,3242.0,4,Var,Yok,Var,Pahalı,Yeşil
553,Yok,0.5,Var,2.0,Var,23,0.5,119,3,3,993,1517,2981.0,14,Var,Yok,Yok,Normal,Turuncu
1059,Yok,2.4,Yok,8.0,Yok,61,0.1,134,3,18,1613,1916,3716.0,11,Var,Var,Yok,Pahalı,Siyah
1333,Yok,1.4,Yok,3.0,Var,59,0.7,183,7,5,394,1301,3442.0,5,Var,Var,Yok,Pahalı,Mavi
788,Yok,2.5,Var,4.0,Var,57,0.9,91,8,12,42,1161,3969.0,6,Var,Var,Var,Pahalı,Beyaz
852,Var,1.6,Var,6.0,Var,54,0.4,147,5,7,538,730,1275.0,12,Var,Yok,Var,Çok Ucuz,Turkuaz
783,Var,1.7,Var,9.0,Var,27,0.3,150,6,11,458,1263,1185.0,6,Var,Var,Var,Çok Ucuz,Sarı
1225,Yok,0.7,Var,6.0,Yok,60,0.1,107,2,15,10,1567,2423.0,6,Var,Yok,Yok,Normal,Turuncu
685,Yok,0.5,Yok,2.0,Yok,29,0.8,93,7,10,433,648,728.0,4,Yok,Yok,Var,Çok Ucuz,Turuncu
983,Yok,1.8,Yok,0.0,Var,53,0.9,187,1,4,1001,1176,1389.0,8,Var,Var,Var,Ucuz,Siyah
1330,Var,1.8,Var,1.0,Yok,40,0.5,177,1,5,194,892,2678.0,14,Var,Var,Var,Normal,Yeşil
1110,Yok,0.6,Yok,1.0,Yok,42,0.9,192,5,2,1179,1262,456.0,18,Var,Var,Yok,Çok Ucuz,Kırmızı
1842,Var,2.2,Var,7.0,Yok,56,0.4,179,4,10,783,1227,3721.0,4,Yok,Var,Var,Pahalı,Mor
799,Var,2.3,Yok,1.0,Var,63,0.8,144,8,6,361,975,431.0,6,Var,Var,Var,Çok Ucuz,Beyaz
1283,Var,1.6,Var,4.0,Yok,47,0.9,93,5,5,372,692,2698.0,17,Var,Var,Yok,Normal,Yeşil
1412,Var,2.4,Yok,5.0,Yok,25,0.8,96,8,17,516,1894,837.0,4,Yok,Yok,Var,Ucuz,Pembe
1827,Yok,1.7,Yok,4.0,Var,39,0.5,128,5,16,55,1020,2844.0,10,Var,Var,Yok,Normal,Yeşil
934,Yok,2.0,Var,2.0,Yok,30,0.7,182,8,15,521,1190,703.0,7,Yok,Yok,Var,Çok Ucuz,Mor
1507,Var,0.9,Var,0.0,Var,42,0.4,123,5,0,682,888,1486.0,19,Var,Yok,Yok,Ucuz,Mor
1589,Yok,2.6,Yok,9.0,Yok,46,0.4,84,3,16,618,940,2373.0,20,Var,Var,Yok,Normal,Beyaz
1178,Var,1.3,Yok,0.0,Yok,49,0.6,101,5,0,579,596,2511.0,17,Yok,Yok,Yok,Normal,Turkuaz
664,Var,1.1,Var,1.0,Var,51,0.1,110,7,4,701,1478,3629.0,6,Var,Var,Var,Pahalı,Yeşil
1954,Yok,0.6,Var,8.0,Yok,7,0.9,126,3,9,673,690,3438.0,13,Var,Yok,Yok,Pahalı,Beyaz
1949,Yok,1.3,Var,0.0,Yok,23,0.1,101,5,1,839,1136,,20,Var,Yok,Yok,Pahalı,Sarı
1097,Yok,0.8,Yok,10.0,Var,21,0.1,160,7,15,1277,1352,2219.0,12,Var,Yok,Var,Normal,Sarı
895,Yok,0.5,Var,6.0,Yok,16,0.3,164,8,14,126,1575,3122.0,4,Yok,Yok,Var,Normal,Mavi
636,Yok,0.5,Yok,8.0,Var,28,0.9,152,2,15,148,742,2927.0,3,Var,Yok,Yok,Normal,Beyaz
1786,Yok,1.2,Yok,11.0,Yok,61,0.1,123,3,14,74,865,,17,Yok,Var,Yok,Pahalı,Kahverengi
1747,Yok,0.5,Yok,4.0,Yok,13,0.7,185,6,12,800,873,3105.0,10,Var,Yok,Yok,Pahalı,Turkuaz
822,Var,0.5,Yok,0.0,Var,51,0.3,157,6,20,667,860,3846.0,3,Var,Yok,Yok,Pahalı,Turkuaz
882,Yok,0.7,Var,9.0,Var,28,0.2,151,6,16,248,884,751.0,8,Var,Yok,Var,Çok Ucuz,Beyaz
1090,Var,2.3,Yok,1.0,Var,8,0.6,128,8,8,1217,1670,3839.0,11,Var,Yok,Var,Pahalı,Kırmızı
1579,Var,1.5,Yok,0.0,Yok,27,0.2,142,6,18,831,1484,1713.0,10,Var,Var,Var,Ucuz,Pembe
899,Var,2.7,Yok,3.0,Var,53,0.3,192,4,11,641,1638,2870.0,10,Var,Yok,Var,Normal,Yeşil
1368,Yok,0.5,Yok,10.0,Var,42,0.2,91,1,20,907,925,1590.0,14,Var,Yok,Yok,Ucuz,Mor
854,Yok,0.5,Yok,2.0,Yok,30,0.5,125,8,5,518,1152,2889.0,11,Yok,Yok,Var,Normal,Siyah
1905,Yok,0.6,Var,9.0,Var,36,0.4,119,3,20,825,1542,1287.0,16,Var,Yok,Yok,Ucuz,Siyah
1937,Var,1.7,Yok,17.0,Yok,58,0.6,189,1,19,1728,1767,3321.0,14,Var,Var,Yok,Pahalı,Kahverengi
586,Yok,1.4,Var,10.0,Var,8,0.5,142,8,14,116,598,3178.0,10,Var,Yok,Var,Normal,Kahverengi
581,Yok,2.2,Yok,0.0,Yok,59,0.7,185,5,6,803,1613,2819.0,9,Yok,Yok,Var,Normal,Sarı
1429,Yok,0.6,Yok,8.0,Yok,42,0.9,151,5,9,670,1552,1817.0,16,Var,Yok,Yok,Ucuz,Pembe
659,Yok,2.7,Yok,6.0,Var,6,0.5,110,3,7,1054,1929,2044.0,2,Var,Yok,Var,Ucuz,Beyaz
1640,Var,0.7,Yok,10.0,Var,21,0.8,169,7,14,589,1301,337.0,5,Var,Var,Yok,Çok Ucuz,Gri
1266,Yok,2.6,Yok,1.0,Yok,18,0.4,86,7,2,1187,1595,398.0,3,Var,Var,Var,Çok Ucuz,Turkuaz
1588,Var,2.5,Yok,12.0,Var,4,0.3,148,5,20,146,822,2506.0,11,Var,Yok,Yok,Normal,Mor
674,Var,2.9,Var,1.0,Yok,21,0.2,198,3,4,576,1809,1180.0,4,Var,Var,Var,Çok Ucuz,Pembe
1875,Var,0.5,Var,11.0,Var,55,0.7,91,1,17,1802,1942,2712.0,6,Var,Yok,Var,Pahalı,Pembe
1318,Yok,1.9,Var,0.0,Var,11,0.8,188,2,15,688,1591,1780.0,2,Var,Yok,Yok,Ucuz,Kırmızı
1347,Yok,2.9,Yok,5.0,Yok,44,0.6,132,1,14,434,967,2484.0,11,Var,Yok,Var,Normal,Sarı
1272,Var,2.5,Var,0.0,Yok,22,0.9,133,6,8,605,669,2235.0,4,Var,Yok,Yok,Ucuz,Pembe
1830,Var,0.5,Yok,5.0,Yok,14,0.8,160,6,6,773,1353,1905.0,19,Var,Var,Var,Normal,Mavi
1792,Var,1.0,Yok,3.0,Var,62,0.3,170,7,8,1626,1913,2563.0,15,Var,Yok,Var,Pahalı,Mor
999,Yok,2.9,Var,11.0,Var,64,0.2,199,4,19,1397,1616,2593.0,16,Var,Var,Yok,Normal,Mor
1179,Var,0.5,Yok,7.0,Var,32,0.3,182,2,12,85,1451,340.0,16,Var,Yok,Yok,Çok Ucuz,Pembe
1321,Var,1.3,Yok,0.0,Var,63,0.4,109,8,9,817,941,1464.0,16,Var,Var,Var,Ucuz,Yeşil
1979,Var,2.9,Var,0.0,Var,19,1.0,176,3,9,1331,1532,411.0,2,Var,Var,Var,Çok Ucuz,Mor
1539,Var,2.6,Yok,0.0,Yok,41,0.1,159,8,0,1112,1666,2107.0,10,Var,Yok,Var,Normal,Gri
1086,Yok,2.7,Yok,0.0,Var,24,0.1,135,8,19,1874,1976,3930.0,18,Var,Var,Var,Pahalı,Kırmızı
600,Yok,2.5,Var,8.0,Var,22,0.1,145,1,11,207,1162,3441.0,5,Var,Yok,Yok,Normal,Gri
1923,Yok,0.5,Var,7.0,Yok,46,0.5,191,1,10,767,1759,1489.0,3,Var,Var,Var,Ucuz,Kırmızı
1482,Yok,0.5,Yok,2.0,Yok,48,0.2,142,7,10,634,642,2971.0,12,Var,Var,Var,Normal,Turkuaz
1744,Yok,2.8,Yok,0.0,Var,62,0.7,158,1,0,621,1558,345.0,14,Var,Yok,Yok,Çok Ucuz,Gri
1796,Yok,1.6,Var,5.0,Yok,7,0.1,101,4,6,667,798,1642.0,3,Yok,Var,Var,Ucuz,Siyah
1109,Yok,2.1,Yok,1.0,Yok,34,0.1,173,1,4,165,1103,2821.0,17,Var,Yok,Var,Normal,Gri
818,Yok,1.3,Yok,14.0,Yok,43,0.9,177,6,15,111,510,546.0,7,Var,Var,Var,Çok Ucuz,Beyaz
1359,Var,0.5,Var,1.0,Var,58,0.5,107,6,3,446,901,1076.0,4,Var,Var,Var,Çok Ucuz,Mavi
1031,Var,2.1,Var,2.0,Var,11,0.1,121,2,9,532,1247,2385.0,16,Var,Yok,Yok,Normal,Kahverengi
1391,Yok,1.4,Yok,2.0,Var,36,0.8,182,1,6,14,1256,3139.0,14,Var,Var,Yok,Normal,Mor
1933,Yok,2.8,Var,1.0,Yok,16,0.5,154,3,9,229,1473,838.0,18,Yok,Var,Yok,Çok Ucuz,Pembe
989,Var,1.8,Var,4.0,Var,55,0.7,124,1,12,46,1069,1737.0,10,Var,Yok,Var,Ucuz,Siyah
1433,Var,2.3,Yok,8.0,Var,27,0.9,153,7,12,1619,1651,3900.0,2,Var,Yok,Var,Pahalı,Turkuaz
1285,Yok,2.4,Yok,1.0,Var,51,1.0,140,7,2,475,500,2094.0,10,Var,Yok,Yok,Ucuz,Sarı
846,Var,2.6,Yok,0.0,Var,58,0.1,123,4,15,1140,1983,2248.0,13,Var,Yok,Yok,Normal,Gri
757,Yok,2.3,Var,5.0,Var,58,0.2,163,4,7,535,697,3237.0,9,Var,Yok,Var,Normal,Sarı
1519,Yok,2.9,Yok,2.0,Yok,30,0.7,112,7,8,1122,1702,2440.0,10,Var,Var,Var,Normal,Siyah
1770,Yok,2.3,Var,0.0,Yok,7,0.8,128,7,6,886,1552,1480.0,17,Var,Yok,Yok,Ucuz,Pembe
1068,Yok,2.0,Var,1.0,Var,37,0.9,184,7,13,186,1998,1803.0,7,Var,Yok,Yok,Ucuz,Gri
1611,Yok,0.5,Var,4.0,Var,27,0.9,199,1,10,163,1011,3078.0,6,Var,Yok,Var,Normal,Turuncu
1150,Var,2.7,Yok,0.0,Yok,39,0.4,151,8,1,397,800,999.0,11,Var,Var,Yok,Çok Ucuz,Sarı
1864,Yok,1.4,Yok,8.0,Var,46,0.7,178,1,12,168,981,2686.0,18,Var,Var,Var,Normal,Gri
1620,Yok,2.6,Var,6.0,Yok,5,0.9,186,6,18,434,1339,1086.0,13,Var,Yok,Yok,Ucuz,Turuncu
1584,Var,1.3,Yok,6.0,Yok,41,0.6,135,4,15,160,1291,1561.0,17,Yok,Yok,Var,Ucuz,Kahverengi
635,Var,0.5,Var,2.0,Yok,42,0.4,149,3,4,300,1059,2973.0,18,Yok,Yok,Var,Normal,Pembe
1897,Var,1.9,Yok,2.0,Var,54,0.3,154,2,7,630,738,412.0,2,Var,Yok,Yok,Çok Ucuz,Turuncu
880,Var,1.7,Var,0.0,Yok,33,0.7,173,2,2,30,1350,1414.0,7,Var,Var,Yok,Çok Ucuz,Sarı
1592,Yok,2.1,Yok,6.0,Var,50,0.1,181,2,17,510,522,2103.0,7,Var,Yok,Yok,Ucuz,Turuncu
1442,Yok,2.2,Yok,0.0,Var,56,0.7,145,5,3,1626,1668,1513.0,7,Var,Var,Yok,Normal,Kırmızı
628,Var,1.8,Yok,5.0,Yok,60,0.2,87,6,6,1047,1534,1337.0,14,Yok,Var,Yok,Ucuz,Kırmızı
863,Yok,1.6,Var,5.0,Var,6,0.7,133,4,13,717,1799,520.0,18,Var,Yok,Var,Çok Ucuz,Mor
1981,Var,1.9,Var,13.0,Yok,45,0.3,175,6,18,193,1234,1380.0,13,Yok,Var,Yok,Ucuz,Siyah
1709,Var,2.1,Yok,1.0,Yok,13,1.0,156,2,2,974,1385,3283.0,15,Var,Yok,Yok,Pahalı,Kahverengi
675,Yok,2.4,Yok,1.0,Yok,42,0.6,187,7,2,482,874,2953.0,13,Var,Var,Yok,Normal,Turkuaz
1483,Var,2.6,Var,13.0,Yok,19,0.6,146,7,19,361,1552,1587.0,19,Yok,Yok,Yok,Ucuz,Mavi
